reading frame: 30.354903 ms	encoding took: 5.463559 ms	streaming took: 0.103112 ms
reading frame: 26.459453 ms	encoding took: 5.455908 ms	streaming took: 0.108377 ms
reading frame: 30.290132 ms	encoding took: 5.326868 ms	streaming took: 0.104757 ms
reading frame: 26.468764 ms	encoding took: 5.474467 ms	streaming took: 0.104810 ms
reading frame: 30.647118 ms	encoding took: 5.240021 ms	streaming took: 0.088830 ms
reading frame: 26.936687 ms	encoding took: 5.583440 ms	streaming took: 0.090768 ms
reading frame: 29.870503 ms	encoding took: 5.434864 ms	streaming took: 0.083049 ms
reading frame: 26.444411 ms	encoding took: 5.184971 ms	streaming took: 0.086031 ms
reading frame: 30.534778 ms	encoding took: 5.076295 ms	streaming took: 0.093432 ms
reading frame: 27.142439 ms	encoding took: 6.111710 ms	streaming took: 0.086861 ms
reading frame: 29.225168 ms	encoding took: 5.024544 ms	streaming took: 0.099734 ms
reading frame: 26.855562 ms	encoding took: 5.150745 ms	streaming took: 0.079006 ms
reading frame: 26.840126 ms	encoding took: 5.480029 ms	streaming took: 0.105451 ms
reading frame: 30.363081 ms	encoding took: 5.156695 ms	streaming took: 0.101181 ms
reading frame: 27.015740 ms	encoding took: 5.104653 ms	streaming took: 0.099401 ms
reading frame: 30.611392 ms	encoding took: 5.139799 ms	streaming took: 0.093627 ms
reading frame: 26.547502 ms	encoding took: 4.919400 ms	streaming took: 0.081782 ms
reading frame: 30.917237 ms	encoding took: 5.112940 ms	streaming took: 0.089881 ms
reading frame: 26.864863 ms	encoding took: 5.428700 ms	streaming took: 0.084976 ms
reading frame: 30.334511 ms	encoding took: 5.475312 ms	streaming took: 0.104457 ms
reading frame: 26.446281 ms	encoding took: 5.258922 ms	streaming took: 0.119995 ms
reading frame: 30.501911 ms	encoding took: 5.064133 ms	streaming took: 0.099324 ms
reading frame: 26.809681 ms	encoding took: 7.070592 ms	streaming took: 0.136517 ms
reading frame: 28.836078 ms	encoding took: 5.122029 ms	streaming took: 0.088219 ms
reading frame: 26.717177 ms	encoding took: 4.761498 ms	streaming took: 0.098281 ms
reading frame: 31.125291 ms	encoding took: 5.019723 ms	streaming took: 0.081508 ms
reading frame: 26.827930 ms	encoding took: 4.966877 ms	streaming took: 0.093778 ms
reading frame: 30.984295 ms	encoding took: 5.147733 ms	streaming took: 0.094826 ms
reading frame: 26.594828 ms	encoding took: 5.127841 ms	streaming took: 0.084335 ms
reading frame: 30.763831 ms	encoding took: 5.037236 ms	streaming took: 0.094752 ms
reading frame: 26.871612 ms	encoding took: 5.156303 ms	streaming took: 0.088675 ms
reading frame: 38.564462 ms	encoding took: 6.221064 ms	streaming took: 0.100146 ms
reading frame: 33.889025 ms	encoding took: 7.604366 ms	streaming took: 0.098971 ms
reading frame: 36.075180 ms	encoding took: 5.405369 ms	streaming took: 0.117951 ms
reading frame: 34.472838 ms	encoding took: 5.073768 ms	streaming took: 0.078403 ms
reading frame: 38.705162 ms	encoding took: 5.802210 ms	streaming took: 0.093254 ms
reading frame: 34.009621 ms	encoding took: 6.824480 ms	streaming took: 0.090547 ms
reading frame: 53.305713 ms	encoding took: 5.857486 ms	streaming took: 0.104945 ms
reading frame: 57.832499 ms	encoding took: 5.360860 ms	streaming took: 0.118529 ms
reading frame: 54.524957 ms	encoding took: 4.511450 ms	streaming took: 0.085852 ms
reading frame: 59.280569 ms	encoding took: 4.565317 ms	streaming took: 0.080032 ms
reading frame: 55.428845 ms	encoding took: 4.757608 ms	streaming took: 0.091094 ms
reading frame: 59.091781 ms	encoding took: 4.613164 ms	streaming took: 0.099337 ms
reading frame: 55.188289 ms	encoding took: 4.457324 ms	streaming took: 0.093698 ms
reading frame: 59.402642 ms	encoding took: 4.416773 ms	streaming took: 0.084498 ms
reading frame: 55.457966 ms	encoding took: 4.741515 ms	streaming took: 0.101345 ms
reading frame: 59.112320 ms	encoding took: 4.463512 ms	streaming took: 0.079005 ms
reading frame: 55.483175 ms	encoding took: 4.592729 ms	streaming took: 0.090191 ms
reading frame: 59.225629 ms	encoding took: 4.399185 ms	streaming took: 0.076712 ms
reading frame: 55.473594 ms	encoding took: 4.732721 ms	streaming took: 0.085796 ms
reading frame: 59.162641 ms	encoding took: 4.398715 ms	streaming took: 0.076202 ms
reading frame: 55.687754 ms	encoding took: 4.564932 ms	streaming took: 0.081844 ms
reading frame: 59.143544 ms	encoding took: 4.360932 ms	streaming took: 0.079607 ms
reading frame: 55.680967 ms	encoding took: 4.416673 ms	streaming took: 0.085808 ms
reading frame: 59.342644 ms	encoding took: 4.390613 ms	streaming took: 0.081293 ms
reading frame: 55.448083 ms	encoding took: 4.662346 ms	streaming took: 0.086562 ms
reading frame: 59.264904 ms	encoding took: 4.381528 ms	streaming took: 0.087955 ms
reading frame: 55.499017 ms	encoding took: 5.305595 ms	streaming took: 0.102656 ms
reading frame: 58.472887 ms	encoding took: 4.943848 ms	streaming took: 0.085614 ms
reading frame: 55.052435 ms	encoding took: 5.121013 ms	streaming took: 0.080655 ms
reading frame: 54.514001 ms	encoding took: 4.537865 ms	streaming took: 0.071561 ms
reading frame: 59.486695 ms	encoding took: 4.880305 ms	streaming took: 0.080189 ms
reading frame: 55.005205 ms	encoding took: 4.562668 ms	streaming took: 0.081761 ms
reading frame: 59.308247 ms	encoding took: 4.630002 ms	streaming took: 0.093965 ms
reading frame: 35.304933 ms	encoding took: 4.671849 ms	streaming took: 0.074070 ms
reading frame: 39.119326 ms	encoding took: 4.839560 ms	streaming took: 0.102727 ms
reading frame: 35.103597 ms	encoding took: 4.928829 ms	streaming took: 0.078629 ms
reading frame: 30.903021 ms	encoding took: 6.203558 ms	streaming took: 0.151678 ms
reading frame: 25.493480 ms	encoding took: 5.289580 ms	streaming took: 0.093536 ms
reading frame: 30.686172 ms	encoding took: 5.496975 ms	streaming took: 0.119471 ms
reading frame: 26.367122 ms	encoding took: 6.045436 ms	streaming took: 0.108327 ms
reading frame: 29.821962 ms	encoding took: 5.309858 ms	streaming took: 0.100272 ms
reading frame: 26.485357 ms	encoding took: 5.772047 ms	streaming took: 0.080441 ms
reading frame: 30.256600 ms	encoding took: 5.186914 ms	streaming took: 0.091206 ms
reading frame: 26.607292 ms	encoding took: 5.343422 ms	streaming took: 0.096217 ms
reading frame: 30.473013 ms	encoding took: 7.558906 ms	streaming took: 0.076686 ms
reading frame: 24.373452 ms	encoding took: 7.485454 ms	streaming took: 0.084567 ms
reading frame: 28.305478 ms	encoding took: 5.077410 ms	streaming took: 0.078924 ms
reading frame: 26.760913 ms	encoding took: 6.759507 ms	streaming took: 0.082240 ms
reading frame: 29.164957 ms	encoding took: 5.118599 ms	streaming took: 0.081911 ms
reading frame: 26.705223 ms	encoding took: 5.123467 ms	streaming took: 0.093801 ms
reading frame: 30.758456 ms	encoding took: 5.254752 ms	streaming took: 0.114041 ms
reading frame: 26.693496 ms	encoding took: 5.261901 ms	streaming took: 0.084447 ms
reading frame: 30.575888 ms	encoding took: 5.339688 ms	streaming took: 0.109751 ms
reading frame: 26.517252 ms	encoding took: 5.196234 ms	streaming took: 0.101038 ms
reading frame: 30.524068 ms	encoding took: 5.238588 ms	streaming took: 0.108055 ms
reading frame: 26.410218 ms	encoding took: 5.214912 ms	streaming took: 0.099599 ms
reading frame: 30.785692 ms	encoding took: 5.382327 ms	streaming took: 0.107121 ms
reading frame: 26.554853 ms	encoding took: 6.179503 ms	streaming took: 0.084671 ms
reading frame: 25.739910 ms	encoding took: 6.044028 ms	streaming took: 0.090205 ms
reading frame: 29.601556 ms	encoding took: 7.121224 ms	streaming took: 0.082405 ms
reading frame: 24.918627 ms	encoding took: 6.031501 ms	streaming took: 0.097609 ms
reading frame: 29.815340 ms	encoding took: 5.366826 ms	streaming took: 0.098389 ms
reading frame: 26.505955 ms	encoding took: 5.360249 ms	streaming took: 0.098386 ms
reading frame: 30.574177 ms	encoding took: 5.206377 ms	streaming took: 0.094174 ms
reading frame: 26.685108 ms	encoding took: 5.303722 ms	streaming took: 0.087931 ms
reading frame: 30.459774 ms	encoding took: 5.346451 ms	streaming took: 0.082392 ms
reading frame: 26.624879 ms	encoding took: 5.157588 ms	streaming took: 0.086803 ms
reading frame: 30.701564 ms	encoding took: 5.149402 ms	streaming took: 0.099984 ms
reading frame: 26.693075 ms	encoding took: 5.319618 ms	streaming took: 0.091704 ms
reading frame: 30.430438 ms	encoding took: 5.118163 ms	streaming took: 0.084402 ms
reading frame: 26.897255 ms	encoding took: 5.220443 ms	streaming took: 0.093452 ms
reading frame: 30.521125 ms	encoding took: 5.122271 ms	streaming took: 0.085536 ms
reading frame: 26.776278 ms	encoding took: 5.112947 ms	streaming took: 0.089665 ms
reading frame: 30.704329 ms	encoding took: 6.002143 ms	streaming took: 0.104578 ms
reading frame: 25.841622 ms	encoding took: 5.159791 ms	streaming took: 0.084702 ms
reading frame: 30.683328 ms	encoding took: 5.249845 ms	streaming took: 0.085496 ms
reading frame: 26.681307 ms	encoding took: 5.221349 ms	streaming took: 0.103263 ms
reading frame: 30.650826 ms	encoding took: 5.267369 ms	streaming took: 0.121296 ms
reading frame: 26.476067 ms	encoding took: 5.273645 ms	streaming took: 0.098382 ms
reading frame: 31.020842 ms	encoding took: 5.923771 ms	streaming took: 0.098663 ms
reading frame: 25.544138 ms	encoding took: 7.865207 ms	streaming took: 0.085391 ms
reading frame: 1.283851 ms	encoding took: 6.030461 ms	streaming took: 0.096990 ms
reading frame: 25.336406 ms	encoding took: 6.326839 ms	streaming took: 0.117933 ms
reading frame: 30.308906 ms	encoding took: 5.922552 ms	streaming took: 0.125295 ms
reading frame: 25.164670 ms	encoding took: 5.253226 ms	streaming took: 0.096268 ms
reading frame: 30.570132 ms	encoding took: 5.558262 ms	streaming took: 0.138895 ms
reading frame: 26.437592 ms	encoding took: 5.535551 ms	streaming took: 0.115409 ms
reading frame: 30.912889 ms	encoding took: 5.189074 ms	streaming took: 0.108528 ms
reading frame: 26.094181 ms	encoding took: 5.490218 ms	streaming took: 0.119888 ms
reading frame: 30.716846 ms	encoding took: 5.498600 ms	streaming took: 0.104096 ms
reading frame: 25.808221 ms	encoding took: 5.820661 ms	streaming took: 0.105834 ms
reading frame: 106.168822 ms	encoding took: 13.008122 ms	streaming took: 11.746386 ms
reading frame: 43.008461 ms	encoding took: 8.293735 ms	streaming took: 4.720045 ms
reading frame: 35.211445 ms	encoding took: 7.724693 ms	streaming took: 0.110155 ms
reading frame: 1.049607 ms	encoding took: 7.719635 ms	streaming took: 0.133922 ms
reading frame: 1.008076 ms	encoding took: 8.711135 ms	streaming took: 0.186977 ms
reading frame: 1.501753 ms	encoding took: 7.871311 ms	streaming took: 0.162424 ms
reading frame: 8.085308 ms	encoding took: 8.626965 ms	streaming took: 0.123181 ms
reading frame: 26.689730 ms	encoding took: 8.180746 ms	streaming took: 0.132320 ms
reading frame: 23.649393 ms	encoding took: 5.814611 ms	streaming took: 0.131216 ms
reading frame: 29.714579 ms	encoding took: 5.160692 ms	streaming took: 0.083082 ms
reading frame: 26.864064 ms	encoding took: 5.577748 ms	streaming took: 0.079533 ms
reading frame: 30.178011 ms	encoding took: 5.324792 ms	streaming took: 0.108403 ms
reading frame: 26.596599 ms	encoding took: 5.219104 ms	streaming took: 0.088469 ms
reading frame: 30.687826 ms	encoding took: 5.547752 ms	streaming took: 0.085757 ms
reading frame: 26.374119 ms	encoding took: 5.537470 ms	streaming took: 0.109929 ms
reading frame: 30.146173 ms	encoding took: 5.567643 ms	streaming took: 0.096268 ms
reading frame: 26.369455 ms	encoding took: 5.557606 ms	streaming took: 0.091199 ms
reading frame: 26.287317 ms	encoding took: 5.519960 ms	streaming took: 0.109300 ms
reading frame: 30.392681 ms	encoding took: 5.335771 ms	streaming took: 0.098071 ms
reading frame: 26.418373 ms	encoding took: 5.715445 ms	streaming took: 0.113234 ms
reading frame: 30.215823 ms	encoding took: 5.529055 ms	streaming took: 0.084945 ms
reading frame: 26.171615 ms	encoding took: 5.715719 ms	streaming took: 0.102383 ms
reading frame: 30.327064 ms	encoding took: 5.414380 ms	streaming took: 0.092452 ms
reading frame: 26.520904 ms	encoding took: 6.728666 ms	streaming took: 0.095570 ms
reading frame: 28.967102 ms	encoding took: 6.031705 ms	streaming took: 0.123237 ms
reading frame: 25.678826 ms	encoding took: 5.456358 ms	streaming took: 0.118488 ms
reading frame: 30.526802 ms	encoding took: 5.639518 ms	streaming took: 0.102467 ms
reading frame: 26.160920 ms	encoding took: 5.601791 ms	streaming took: 0.102974 ms
reading frame: 30.211307 ms	encoding took: 5.931894 ms	streaming took: 0.112742 ms
reading frame: 26.023309 ms	encoding took: 5.484584 ms	streaming took: 0.113545 ms
reading frame: 30.406488 ms	encoding took: 5.965429 ms	streaming took: 0.082585 ms
reading frame: 26.110810 ms	encoding took: 5.570583 ms	streaming took: 0.088342 ms
reading frame: 30.097063 ms	encoding took: 5.315493 ms	streaming took: 0.109319 ms
reading frame: 26.433277 ms	encoding took: 6.760997 ms	streaming took: 0.093163 ms
reading frame: 29.012153 ms	encoding took: 5.242927 ms	streaming took: 0.104172 ms
reading frame: 26.639287 ms	encoding took: 5.313541 ms	streaming took: 0.105616 ms
reading frame: 30.573606 ms	encoding took: 5.759638 ms	streaming took: 0.104277 ms
reading frame: 26.185486 ms	encoding took: 5.261640 ms	streaming took: 0.117550 ms
reading frame: 30.399533 ms	encoding t
